n,corr_shrunk,corr_raw,corr_naive_ppg,top11_shrunk,top11_raw,top11_ppg,random_11,best_possible,predicted_team_total,actual_team_total,gw
610,0.6830400140797722,0.6280030451183379,0.6130733008444299,6.545454545454546,4.545454545454546,3.5454545454545454,0.36363636363636365,13.090909090909092,71.40190127897746,79,2
626,0.7603907216279525,0.731995248228484,0.709989432624624,4.363636363636363,4.363636363636363,2.4545454545454546,2.0,11.636363636363637,89.66938455824835,50,3
654,0.6855642900646998,0.684094458413821,0.6706316117304426,5.090909090909091,5.0,2.5454545454545454,1.7272727272727273,13.272727272727273,79.46808980029955,58,4
659,0.638698809307149,0.6367848152615205,0.6282252976859318,3.272727272727273,4.7272727272727275,5.7272727272727275,3.4545454545454546,13.636363636363637,83.0898484569693,42,5
